Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source,GPT_JA
SORDID,71302,2,7.828000582022332e-11,4.530297130850796e-11,4.193589665061493e-08,2,0,0,0,0,0,0,0,0,2,12of12inf,卑劣な
SORDIDLY,71303,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,卑劣に
SORDIDNESS,71304,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,卑劣さ
SORDIDNESSES,71305,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,卑劣さ
SORE,71306,2468,9.65975271821556e-08,9.24940481531034e-08,5.525276436052414e-06,1197,0,0,0,0,0,0,0,0,1,12of12inf,痛い
SOREHEAD,71307,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,不満を漏らす人
SOREHEADS,71308,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,不満を漏らす人たち
SORELY,71309,162,6.3406804714380914e-09,1.0731140219831728e-08,1.3437579133552262e-06,156,0,0,0,0,0,0,0,0,2,12of12inf,ひどく
SORENESS,71310,467,1.8278381359022153e-08,1.6104757815817298e-08,1.473174556176574e-06,335,0,0,0,0,0,0,0,0,2,12of12inf,痛み
SORENESSES,71311,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,痛み
SORER,71312,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,より痛い
SORES,71313,3645,1.42665310607357e-07,1.2877168639542733e-07,6.584768191587347e-06,1465,0,0,0,0,0,0,0,0,1,12of12inf,痛み
SOREST,71314,1,3.914000291011166e-11,4.58786945015562e-12,5.076819085714406e-09,1,0,0,0,0,0,0,0,0,2,12of12inf,最も痛い
SORGHUM,71315,5017,1.9636539460003025e-07,1.492205509231029e-07,1.2229839755660757e-05,1076,0,0,0,0,0,0,0,0,2,12of12inf,ソルガム
SORGHUMS,71316,3,1.17420008730335e-10,3.7922067461994894e-10,3.4007866285083255e-07,2,0,0,0,0,0,0,0,0,2,12of12inf,ソルガム
SORORITIES,71317,63,2.465820183337035e-09,3.6379500251037965e-09,1.077354867886646e-06,44,0,0,0,0,0,0,0,0,4,12of12inf,女子クラブ
SORORITY,71318,118,4.618520343393176e-09,4.673605279729933e-09,8.93564629769376e-07,83,0,0,0,0,0,0,0,0,4,12of12inf,女子社交クラブ
SORREL,71319,1603,6.2741424664909e-08,9.031642406903901e-08,1.3352579759404108e-05,262,0,0,0,0,0,0,0,0,2,12of12inf,スイバ
SORRELS,71320,76,2.9746402211684862e-09,3.337074749676805e-09,1.0856540623122285e-06,22,0,0,0,0,0,0,0,0,2,12of12inf,スイバ
SORRIER,71321,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,より申し訳ない
SORRIEST,71322,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,最も申し訳ない
SORRILY,71323,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,申し訳ない気持ちで
SORRINESS,71324,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,申し訳ない気持ち
SORRINESSES,71325,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,申し訳ない気持ち
SORROW,71326,64,2.5049601862471463e-09,2.529434199462119e-09,5.88102429656483e-07,57,0,0,0,0,0,0,0,0,2,12of12inf,悲しみ
SORROWED,71327,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,悲しんだ
SORROWFUL,71328,4,1.5656001164044664e-10,2.1884076224953744e-10,1.244257383989692e-07,4,0,0,0,0,0,0,0,0,3,12of12inf,悲しげな
SORROWFULLY,71329,1,3.914000291011166e-11,2.576034716219957e-11,2.85057418369321e-08,1,0,0,0,0,0,0,0,0,4,12of12inf,悲しげに
SORROWFULNESS,71330,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,悲しさ
SORROWFULNESSES,71331,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,悲しさ
SORROWING,71332,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,悲しんでいる
SORROWS,71333,24,9.3936006984268e-10,9.785489273269711e-10,2.82827722906304e-07,19,0,0,0,0,0,0,0,0,2,12of12inf,悲しみ
SORRY,71334,209,8.180260608213338e-09,7.237623721626044e-09,1.143158933806422e-06,164,0,0,0,0,0,0,0,0,2,12of12inf,ごめんなさい
SORT,71335,29868,1.1690336069192153e-06,8.473932437710259e-07,1.191112078157143e-05,19503,0,0,0,0,0,0,0,0,1,12of12inf,種類
SORTA,71336,3,1.17420008730335e-10,2.8346873434629428e-11,3.136792570860444e-08,1,0,0,0,0,0,0,0,0,2,12of12inf,ちょっと
SORTATION,71337,1710,6.692940497629094e-08,6.907995698503884e-08,4.8992915234443015e-06,713,0,0,0,0,0,0,0,0,3,10K_2010,選別
SORTED,71338,7656,2.996558622798149e-07,2.441523209515236e-07,8.605147523861775e-06,5124,0,0,0,0,0,0,0,0,2,12of12inf,分類された
SORTER,71339,1739,6.806446506068418e-08,7.672925772165528e-08,7.386178503890831e-06,706,0,0,0,0,0,0,0,0,2,12of12inf,仕分け機
SORTERS,71340,1382,5.409148402177433e-08,5.473748232681198e-08,6.058280529214762e-06,596,0,0,0,0,0,0,0,0,2,12of12inf,仕分け機
SORTIE,71341,63,2.465820183337035e-09,1.0942063112905184e-09,3.088615233076824e-07,30,0,0,0,0,0,0,0,0,2,12of12inf,出撃
SORTIED,71342,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,出撃した
SORTIEING,71343,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,出撃しようとしている
SORTIES,71344,77,3.013780224078598e-09,3.857939281626156e-09,8.737500425073159e-07,48,0,0,0,0,0,0,0,0,2,12of12inf,出撃
SORTING,71345,15444,6.044782049437646e-07,5.721995159029322e-07,1.2893675856921205e-05,7732,0,0,0,0,0,0,0,0,2,12of12inf,分類
SORTS,71346,3319,1.2990566965866064e-07,1.2001818727521053e-07,3.983411178659262e-06,2823,0,0,0,0,0,0,0,0,1,12of12inf,種類
SOS,71347,32664,1.2784690550558874e-06,4.921989067349961e-07,1.9587740972512823e-05,2857,0,0,0,0,0,0,0,0,1,12of12inf,SOS
SOT,71348,1978,7.741892575620087e-08,4.794887638380375e-08,6.649675304145704e-06,402,0,0,0,0,0,0,0,0,1,12of12inf,酔っぱらい
SOTS,71349,72,2.8180802095280403e-09,1.905419338317392e-09,5.490340221890397e-07,41,0,0,0,0,0,0,0,0,1,12of12inf,酔っぱらい
SOTTISH,71350,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,酔っぱらいの
SOU,71351,1503,5.8827424373897844e-08,7.00847416549427e-08,2.7004450527681514e-05,509,0,0,0,0,0,0,0,0,1,12of12inf,スー
SOUBRIQUET,71352,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,渾名
SOUBRIQUETS,71353,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,渾名
SOUFFLE,71354,65,2.5441001891572582e-09,2.1286676010843444e-09,4.434389551231475e-07,55,0,0,0,0,0,0,0,0,2,12of12inf,スフレ
SOUFFLES,71355,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,スフレ
SOUGH,71356,106,4.148840308471837e-09,4.751463833427575e-09,8.772078414044088e-07,95,0,0,0,0,0,0,0,0,1,12of12inf,すすり泣き
SOUGHED,71357,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,12of12inf,すすり泣いた
SOUGHING,71358,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,すすり泣いている
SOUGHS,71359,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,12of12inf,ざわめき
SOUGHT,71360,687764,2.691908496147004e-05,2.337399063848872e-05,7.266758127146908e-05,285649,0,0,0,0,0,0,0,0,1,12of12inf,探した
SOUL,71361,3212,1.2571768934727866e-07,1.3829277250526222e-07,1.0367413126134894e-05,1259,0,0,0,0,0,0,0,0,1,12of12inf,魂
SOULFUL,71362,10,3.914000291011165e-10,1.8919097574556171e-10,1.001749291439512e-07,6,0,0,0,0,0,0,0,0,2,12of12inf,感情的な
SOULFULLY,71363,3,1.17420008730335e-10,1.426646070709936e-11,1.2119289589971961e-08,2,0,0,0,0,0,0,0,0,3,12of12inf,感情的に
SOULFULNESS,71364,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,感情豊かさ
SOULFULNESSES,71365,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,感情豊かさたち
SOULLESS,71366,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,魂のない
SOULLESSLY,71367,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,魂のない様に
SOULS,71368,337,1.3190180980707633e-08,9.731673803198866e-09,1.5127630937080022e-06,130,0,0,0,0,0,0,0,0,1,12of12inf,魂たち
SOUND,71369,310480,1.215218810353147e-05,9.680042563612556e-06,7.648310560149567e-05,133731,0,0,0,0,0,0,0,0,1,12of12inf,音
SOUNDBARS,71370,616,2.4110241792628785e-08,1.72434403409316e-08,1.6511179426128887e-06,222,0,0,0,0,0,0,0,0,0,10K_2014,サウンドバー
SOUNDBOARD,71371,67,2.622380194977481e-09,6.200213158668713e-09,1.2594508643324003e-06,39,0,0,0,0,0,0,0,0,2,12of12inf,響板
SOUNDBOARDS,71372,30,1.1742000873033502e-09,3.1235021831812473e-09,9.580322704381815e-07,19,0,0,0,0,0,0,0,0,2,12of12inf,響板たち
SOUNDED,71373,156,6.105840453977419e-09,4.7303178258775485e-09,5.27993678895074e-07,139,0,0,0,0,0,0,0,0,2,12of12inf,響いた
SOUNDER,71374,459,1.7965261335741255e-08,1.8717829267019283e-08,2.9539368416832607e-06,192,0,0,0,0,0,0,0,0,2,12of12inf,より音の良い
SOUNDERS,71375,302,1.1820280878853724e-08,1.0331643607567316e-08,1.0663597215511571e-06,214,0,0,0,0,0,0,0,0,2,12of12inf,音の良いものたち
SOUNDEST,71376,32,1.2524800931235732e-09,1.119659235450934e-09,2.784159586775289e-07,31,0,0,0,0,0,0,0,0,2,12of12inf,最も音の良い
SOUNDING,71377,13636,5.337130796822827e-07,2.5470527261518466e-07,5.040973978214654e-06,8295,0,0,0,0,0,0,0,0,2,12of12inf,響く
SOUNDINGS,71378,126,4.9316403666740705e-09,3.3411874862454507e-09,8.125292645243017e-07,86,0,0,0,0,0,0,0,0,2,12of12inf,音響測定
SOUNDLESS,71379,2,7.828000582022332e-11,3.188836362631701e-11,2.8281719286471345e-08,2,0,0,0,0,0,0,0,0,2,12of12inf,音のない
SOUNDLESSLY,71380,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,音もなく
SOUNDLY,71381,877,3.432578255216793e-08,2.1891687203428586e-08,1.1915077165432852e-06,818,0,0,0,0,0,0,0,0,2,12of12inf,しっかりと
SOUNDNESS,71382,94534,3.700061035104496e-06,2.384091710246059e-06,1.834300676648575e-05,37224,0,0,0,0,0,0,0,0,2,12of12inf,健全性
SOUNDNESSES,71383,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,健全性たち
SOUNDPROOF,71384,116,4.540240337572953e-09,4.923982417406304e-09,7.227146091317605e-07,91,0,0,0,0,0,0,0,0,2,12of12inf,防音
SOUNDPROOFED,71385,9,3.52260026191005e-10,2.07654010292962e-10,8.8274217648641e-08,9,0,0,0,0,0,0,0,0,2,12of12inf,防音された
SOUNDPROOFING,71386,329,1.2877060957426736e-08,1.2483991362085096e-08,1.2800548420766545e-06,244,0,0,0,0,0,0,0,0,3,12of12inf,防音工事
SOUNDPROOFINGS,71387,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,防音工事たち
SOUNDPROOFS,71388,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,防音する
SOUNDS,71389,5362,2.098686956040188e-07,1.7359495951226334e-07,5.857548784698487e-06,3252,0,0,0,0,0,0,0,0,1,12of12inf,サウンズ
SOUNDTRACK,71390,1866,7.303524543026839e-08,7.598596736807494e-08,4.621580838650012e-06,957,0,0,0,0,0,0,0,0,2,12of12inf,サウンドトラック
SOUNDTRACKS,71391,2244,8.783016653029058e-08,7.046298494419715e-08,4.333358198292102e-06,916,0,0,0,0,0,0,0,0,2,12of12inf,サウンドトラックス
SOUP,71392,11831,4.630653744295311e-07,5.036380406815593e-07,2.9887571113870728e-05,3593,0,0,0,0,0,0,0,0,1,12of12inf,スープ
SOUPCON,71393,18,7.045200523820101e-10,1.630112111789875e-09,1.0383990664283237e-06,5,0,0,0,0,0,0,0,0,2,12of12inf,ほんの少し
SOUPCONS,71394,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,ほんの少し
SOUPED,71395,16,6.262400465617866e-10,1.2386106022765999e-09,4.621898424827818e-07,12,0,0,0,0,0,0,0,0,1,12of12inf,スープを入れた
SOUPIER,71396,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,スープのような
SOUPIEST,71397,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,最もスープのような
SOUPING,71398,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,スープを作る
SOUPS,71399,7644,2.991861822448936e-07,3.331772347561976e-07,1.4138868254368445e-05,3057,0,0,0,0,0,0,0,0,1,12of12inf,スープ
SOUPY,71400,9,3.52260026191005e-10,6.141515982311252e-10,2.75723805659546e-07,9,0,0,0,0,0,0,0,0,2,12of12inf,スープのような
SOUR,71401,22303,8.729394849042204e-07,7.408982524611612e-07,1.9486229338162745e-05,6039,0,0,0,0,0,0,0,0,1,12of12inf,すっぱい
SOURCE,71402,2285502,8.945455493106603e-05,8.618190143906454e-05,0.0001836048799319,609041,0,0,0,0,0,0,0,0,1,12of12inf,ソース
SOURCED,71403,131222,5.136029461870672e-06,4.143000784481059e-06,3.1894021111398406e-05,71750,0,0,0,0,0,0,0,0,1,12of12inf,ソースを調達した
SOURCES,71404,3401023,0.0001331160501173,0.0001464360738962,0.0001997626989698,803732,0,0,0,0,0,0,0,0,2,12of12inf,情報源
SOURCING,71405,232752,9.10991395733431e-06,7.66639139130692e-06,5.2991846442978976e-05,92067,0,0,0,0,0,0,0,0,2,12of12inf,ソーシング
SOURDOUGH,71406,424,1.6595361233887346e-08,1.7366447205726335e-08,2.1495520284193205e-06,216,0,0,0,0,0,0,0,0,2,12of12inf,サワードウ
SOURDOUGHS,71407,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,サワードウ
SOURED,71408,140,5.479600407415633e-09,1.031352235547073e-08,1.3316549763054348e-06,113,0,0,0,0,0,0,0,0,1,12of12inf,酸っぱくなる
SOURER,71409,3,1.17420008730335e-10,2.3384332989905496e-11,1.5370817770601952e-08,3,0,0,0,0,0,0,0,0,2,12of12inf,よりすっぱい
SOUREST,71410,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,最もすっぱい
SOURING,71411,89,3.483460258999938e-09,3.757838829411393e-09,5.785854142971185e-07,87,0,0,0,0,0,0,0,0,2,12of12inf,酸化する
SOURISH,71412,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,酸っぱいような
SOURLY,71413,2,7.828000582022332e-11,1.6822802289364408e-11,1.861568308900949e-08,1,0,0,0,0,0,0,0,0,2,12of12inf,すっぱく
SOURNESS,71414,8,3.131200232808933e-10,1.3834903755435054e-10,7.672849624674526e-08,4,0,0,0,0,0,0,0,0,2,12of12inf,酸味
SOURNESSES,71415,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,酸味
SOURPUSS,71416,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,不機嫌そうな人
SOURPUSSES,71417,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,不機嫌そうな人々
SOURS,71418,119,4.657660346303288e-09,2.7870108882210467e-09,8.132200361947012e-07,96,0,0,0,0,0,0,0,0,1,12of12inf,サワー
SOUS,71419,2844,1.1131416827635762e-07,8.204481929910804e-08,9.934060236658738e-06,613,0,0,0,0,0,0,0,0,1,12of12inf,ソース
SOUSAPHONE,71420,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,スーザフォン
SOUSAPHONES,71421,4,1.5656001164044664e-10,1.8047797637719901e-10,1.037408812285015e-07,4,0,0,0,0,0,0,0,0,3,12of12inf,スーザホン
SOUSE,71422,37,1.4481801076741312e-09,7.128512833187457e-10,1.993101825080307e-07,33,0,0,0,0,0,0,0,0,1,12of12inf,漬ける
SOUSED,71423,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,12of12inf,漬けられた
SOUSES,71424,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,漬ける
SOUSING,71425,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,漬けている
SOUTH,71426,2036440,7.97062675262678e-05,7.727311741608323e-05,0.0002780289265325,388514,0,0,0,0,0,0,0,0,1,12of12inf,南
SOUTHBOUND,71427,1613,6.313282469401013e-08,6.79107053431476e-08,5.82208977350612e-06,751,0,0,0,0,0,0,0,0,2,12of12inf,南行き
SOUTHEAST,71428,252987,9.90191191622042e-06,8.528663190987763e-06,7.419877757463375e-05,80749,0,0,0,0,0,0,0,0,2,12of12inf,南東
SOUTHEASTER,71429,16,6.262400465617866e-10,6.375990381941e-10,2.1656700860554122e-07,16,0,0,0,0,0,0,0,0,3,12of12inf,南東からの風
SOUTHEASTERLY,71430,11587,4.53515213719464e-07,1.2784068365613517e-07,6.139264019630008e-06,1904,0,0,0,0,0,0,0,0,4,12of12inf,南東の方に
SOUTHEASTERN,71431,90150,3.5284712623465664e-06,3.3371996190775382e-06,3.4282303950565924e-05,40174,0,0,0,0,0,0,0,0,3,12of12inf,南東の
SOUTHEASTERS,71432,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,南東からの風
SOUTHEASTS,71433,5,1.9570001455055826e-10,1.8150082163712927e-10,1.0186985160567624e-07,5,0,0,0,0,0,0,0,0,2,12of12inf,南東
SOUTHEASTWARD,71434,47,1.839580136775248e-09,2.2160166723229802e-09,4.893320105855995e-07,43,0,0,0,0,0,0,0,0,3,12of12inf,南東に向かう
SOUTHEASTWARDS,71435,7,2.7398002037078165e-10,1.0940770864729284e-09,5.838714661035571e-07,5,0,0,0,0,0,0,0,0,3,12of12inf,南東に向かう
SOUTHERLIES,71436,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,南風
SOUTHERLY,71437,26035,1.0190099757647572e-06,2.897625369335648e-07,1.1965037132172975e-05,3273,0,0,0,0,0,0,0,0,3,12of12inf,南風の
SOUTHERN,71438,1074221,4.2045013066103065e-05,3.216587078496584e-05,0.0002069917740307,221238,0,0,0,0,0,0,0,0,2,12of12inf,南の
SOUTHERNER,71439,2,7.828000582022332e-11,1.4567750510351782e-11,1.1398863775312415e-08,2,0,0,0,0,0,0,0,0,3,12of12inf,南部の人
SOUTHERNERS,71440,32,1.2524800931235732e-09,2.174040557613618e-09,7.063307187147885e-07,18,0,0,0,0,0,0,0,0,3,12of12inf,南部の人々
SOUTHERNMOST,71441,1337,5.23301838908193e-08,4.112329857958791e-08,2.3914019211446908e-06,832,0,0,0,0,0,0,0,0,3,12of12inf,最南端の
SOUTHERNS,71442,48,1.87872013968536e-09,1.7996347652343131e-09,6.71307187766224e-07,31,0,0,0,0,0,0,0,0,2,12of12inf,南の
SOUTHPAW,71443,468,1.831752136193226e-08,1.4374827972093442e-08,2.820046048195078e-06,90,0,0,0,0,0,0,0,0,2,12of12inf,サウスポー
SOUTHPAWS,71444,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,サウスポー
SOUTHS,71445,21,8.219400611123447e-10,7.521357069295003e-10,2.294135320304989e-07,16,0,0,0,0,0,0,0,0,1,12of12inf,南部
SOUTHWARD,71446,1010,3.9531402939212784e-08,4.885436752344367e-08,4.4665769326868255e-06,657,0,0,0,0,0,0,0,0,2,12of12inf,南に向かう
SOUTHWARDS,71447,68,2.661520197887593e-09,1.7400014672931715e-09,3.267400813812543e-07,56,0,0,0,0,0,0,0,0,2,12of12inf,南に向かう
SOUTHWEST,71448,221656,8.675616485043711e-06,7.636366041691137e-06,8.658768488380844e-05,63538,0,0,0,0,0,0,0,0,3,12of12inf,南西
SOUTHWESTER,71449,20,7.82800058202233e-10,1.109372853520985e-09,4.029509086057002e-07,14,0,0,0,0,0,0,0,0,3,12of12inf,サウスウエスター
SOUTHWESTERLY,71450,11334,4.436127929832056e-07,1.2904836534987398e-07,6.237960475072491e-06,1992,0,0,0,0,0,0,0,0,4,12of12inf,サウスウエスターリー
SOUTHWESTERN,71451,91019,3.5624839248754533e-06,2.830559475143023e-06,4.264095245597995e-05,29847,0,0,0,0,0,0,0,0,3,12of12inf,南西の
SOUTHWESTERS,71452,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,サウスウエスターズ
SOUTHWESTS,71453,7,2.7398002037078165e-10,2.1043365233550927e-10,1.199503283035389e-07,4,0,0,0,0,0,0,0,0,2,12of12inf,サウスウエスト
SOUTHWESTWARD,71454,59,2.309260171696588e-09,9.727162891461512e-10,2.190827877683771e-07,36,0,0,0,0,0,0,0,0,3,12of12inf,南西方向
SOUTHWESTWARDS,71455,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,南西方向
SOUVENIR,71456,4638,1.8153133349709788e-07,2.589513298146528e-07,1.3882323379526038e-05,1278,0,0,0,0,0,0,0,0,3,12of12inf,お土産
SOUVENIRS,71457,3436,1.344850499991437e-07,1.8592103017405626e-07,1.0887363765658274e-05,1294,0,0,0,0,0,0,0,0,3,12of12inf,お土産
SOVEREIGN,71458,140470,5.4979962087833855e-06,3.7547613361195904e-06,5.934881695509224e-05,45142,0,0,0,0,0,0,0,2023,2,12of12inf,ソブリン
SOVEREIGNS,71459,3030,1.1859420881763837e-07,4.6426280042354e-08,2.8432207680122715e-06,1208,0,0,0,0,0,0,0,0,3,12of12inf,ソブリン
SOVEREIGNTIES,71460,199,7.788860579112222e-09,7.549113883336111e-09,9.673008278739694e-07,149,0,0,0,0,0,0,0,0,4,12of12inf,主権
SOVEREIGNTY,71461,5343,2.0912503554872661e-07,1.2340320582272317e-07,4.34404018457814e-06,4059,0,0,0,0,0,0,0,0,3,12of12inf,主権
SOVIET,71462,11163,4.3691985248557653e-07,4.963595507589802e-07,1.301687346726234e-05,5486,0,0,0,0,0,0,0,0,3,12of12inf,ソビエト
SOVIETS,71463,38,1.4873201105842431e-09,1.2563380108486903e-09,2.676466252219633e-07,34,0,0,0,0,0,0,0,0,2,12of12inf,ソビエト
SOW,71464,48459,1.8966854010211007e-06,9.839643632920636e-07,3.899696976898035e-05,3387,0,0,0,0,0,0,0,0,1,12of12inf,種をまく
SOWED,71465,60,2.3484001746067e-09,4.869763763734784e-09,9.060197590077436e-07,50,0,0,0,0,0,0,0,0,1,12of12inf,種をまいた
SOWER,71466,175,6.849500509269541e-09,7.868553147611721e-09,1.6123183602888049e-06,68,0,0,0,0,0,0,0,0,2,12of12inf,種をまく人
SOWERS,71467,971,3.8004942825718425e-08,7.580321373408641e-08,1.5680778905382032e-05,191,0,0,0,0,0,0,0,0,2,12of12inf,種をまく人
SOWING,71468,164,6.418960477258313e-09,6.929655252671729e-09,1.1418922895592945e-06,100,0,0,0,0,0,0,0,0,2,12of12inf,種まき
SOWN,71469,193,7.55402056165155e-09,6.737099337923594e-09,8.141058291107598e-07,149,0,0,0,0,0,0,0,0,1,12of12inf,種まかれた
SOWS,71470,4950,1.937430144050528e-07,1.32897906357147e-07,9.694014273532017e-06,1256,0,0,0,0,0,0,0,0,1,12of12inf,種をまく
SOX,71471,43806,1.7145669674803515e-06,1.6623418764555276e-06,2.8053532857939468e-05,17741,0,0,0,0,0,0,0,0,1,12of12inf,SOX（米国の企業改革法）
SOY,71472,18429,7.213111136304478e-07,7.070346600460628e-07,2.11297532839425e-05,5112,0,0,0,0,0,0,0,0,1,12of12inf,大豆
SOYA,71473,547,2.140958159183108e-08,2.3750971632023122e-08,3.078767550942564e-06,285,0,0,0,0,0,0,0,0,2,12of12inf,大豆
SOYAS,71474,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,大豆
SOYBEAN,71475,75437,2.952604399530093e-06,2.9004757438066894e-06,6.637796047802354e-05,11364,0,0,0,0,0,0,0,0,2,12of12inf,大豆
SOYBEANS,71476,30398,1.1897778084615745e-06,1.168039756250214e-06,2.6328028588853072e-05,7829,0,0,0,0,0,0,0,0,2,12of12inf,大豆
SOYMILK,71477,747,2.9237582173853412e-08,2.4454482753072707e-08,2.7018249888249048e-06,234,0,0,0,0,0,0,0,0,2,10K_2010,豆乳
SOYS,71478,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,12of12inf,大豆
SPA,71479,225778,8.83695157703919e-06,7.755337705833774e-06,9.297462770363012e-05,37862,0,0,0,0,0,0,0,0,1,12of12inf,スパ
SPACE,71480,2412619,9.44299146809907e-05,8.337414082051588e-05,0.0002463319213286,458206,0,0,0,0,0,0,0,0,1,12of12inf,スペース
SPACECRAFT,71481,18363,7.187278734383805e-07,4.249238629285472e-07,2.8883748981319407e-05,2732,0,0,0,0,0,0,0,0,2,12of12inf,宇宙船
SPACECRAFTS,71482,139,5.440460404505521e-09,2.492084133113153e-09,3.956084209130079e-07,88,0,0,0,0,0,0,0,0,3,12of12inf,宇宙船
SPACED,71483,13777,5.392318200926084e-07,5.14072297191044e-07,1.0019869240158678e-05,7640,0,0,0,0,0,0,0,0,1,12of12inf,間隔をあけた
SPACEFLIGHT,71484,3568,1.396515303832784e-07,9.632885535535748e-08,1.8239630304445386e-05,379,0,0,0,0,0,0,0,0,2,12of12inf,宇宙飛行
SPACEFLIGHTS,71485,460,1.8004401338651365e-08,1.3314725848066945e-08,3.4671341202248728e-06,42,0,0,0,0,0,0,0,0,3,12of12inf,宇宙飛行
SPACEMAN,71486,15,5.87100043651675e-10,4.873795782063997e-10,2.0666707939010613e-07,13,0,0,0,0,0,0,0,0,2,12of12inf,宇宙飛行士
SPACEMEN,71487,2,7.828000582022332e-11,1.0148369618262995e-11,1.1229926467313538e-08,1,0,0,0,0,0,0,0,0,3,12of12inf,宇宙飛行士
SPACEPORT,71488,815,3.1899102371741015e-08,1.8060160148610216e-08,2.902081959379821e-06,161,0,0,0,0,0,0,0,0,2,12of12inf,宇宙港
SPACEPORTS,71489,78,3.052920226988709e-09,1.305121853575942e-09,3.063337364285115e-07,30,0,0,0,0,0,0,0,0,3,12of12inf,宇宙港
SPACER,71490,3959,1.549552715211321e-07,8.911054729747521e-08,5.315639988782845e-06,1112,0,0,0,0,0,0,0,0,2,12of12inf,スペーサー
SPACERS,71491,2198,8.602972639642544e-08,7.581070720016647e-08,4.225074186441178e-06,978,0,0,0,0,0,0,0,0,2,12of12inf,スペーサー
SPACES,71492,154179,6.0345665086781065e-06,4.003212712712422e-06,3.725565537198821e-05,49574,0,0,0,0,0,0,0,0,2,12of12inf,スペース
